url,clicks,impressions,ctr,position
https://sweetsworld.com.au/british-lollies/uk-chocolate/55glipstickgiftbox/,0,2,0.0000,22.0
https://sweetsworld.com.au/british-lollies/uk-chocolate/70gsmartphonegiftboxmk/?add-to-cart=143,0,1,0.0000,8.0
https://sweetsworld.com.au/british-lollies/uk-chocolate/balance-belgian-chocolate-assorted-collection/,0,1,0.0000,9.0
https://sweetsworld.com.au/british-lollies/uk-chocolate/baur-foiled-hollow-chocolate-bee/,0,1,0.0000,3.0
https://sweetsworld.com.au/british-lollies/uk-chocolate/butlers-milk-chocolate-flake-truffles/,0,10,0.0000,3.6
https://sweetsworld.com.au/british-lollies/uk-chocolate/cadburywispabar36g/,0,2,0.0000,1.0
https://sweetsworld.com.au/british-lollies/uk-chocolate/cbsaltedcarameltoffeestin150g/,0,1,0.0000,23.0
https://sweetsworld.com.au/british-lollies/uk-chocolate/cherry-liqueur-1kg/,0,19,0.0000,10.2
https://sweetsworld.com.au/british-lollies/uk-chocolate/daim-28g/,0,1,0.0000,14.0
https://sweetsworld.com.au/british-lollies/uk-chocolate/doctor-gift-set-milk-chocolate/,0,9,0.0000,5.8
https://sweetsworld.com.au/british-lollies/uk-chocolate/dolfin-advent-calendar-tree-gift-squares-asst-108g/,0,1,0.0000,11.0
https://sweetsworld.com.au/british-lollies/uk-chocolate/eskalmintcremes150g/,0,7,0.0000,9.0
https://sweetsworld.com.au/british-lollies/uk-chocolate/kinder-surprise-bunny/,0,148,0.0000,4.8
https://sweetsworld.com.au/british-lollies/uk-chocolate/moofreedairyfreewhitechocstrawberryhammyhamster85g/,0,1,0.0000,5.0
https://sweetsworld.com.au/british-lollies/uk-chocolate/nestle-little-rolo-tubes-100g/,0,12,0.0000,28.8
https://sweetsworld.com.au/british-lollies/uk-chocolate/nestle-milkybar-buttons-tubes/,0,22,0.0000,7.0
https://sweetsworld.com.au/british-lollies/uk-chocolate/smarties-giant-tube/,0,20,0.0000,27.1
https://sweetsworld.com.au/british-lollies/uk-chocolate/summerdownmdmintcollection200g/,0,2,0.0000,4.5
https://sweetsworld.com.au/british-lollies/uk-chocolate/weibler-milk-chocolate-smartphone-40g/,0,3,0.0000,26.7
https://sweetsworld.com.au/british-lollies/uk-chocolate/weibler-milk-chocolate-smartphone-40g/?add-to-cart=1255,0,1,0.0000,2.0
https://sweetsworld.com.au/british-lollies/uk-sweets/,0,9,0.0000,52.2
https://sweetsworld.com.au/british-lollies/uk-sweets/candylandsherbetfountain/,0,6,0.0000,8.3
https://sweetsworld.com.au/british-lollies/uk-sweets/candypouch/,0,1,0.0000,7.0
https://sweetsworld.com.au/british-lollies/uk-sweets/dustedjellybabies150g/,0,1,0.0000,5.0
https://sweetsworld.com.au/british-lollies/uk-sweets/friedegg100g/,0,1,0.0000,46.0
https://sweetsworld.com.au/british-lollies/uk-sweets/happybirthdaymints45g/,0,1,0.0000,12.0
https://sweetsworld.com.au/british-lollies/uk-sweets/haribohappycherries140g/,0,1,0.0000,12.0
https://sweetsworld.com.au/british-lollies/uk-sweets/haribotwinsnakes142g/,0,2,0.0000,9.5
